X,Y,OBJECTID,NrRNAL,Denominacao,DataRegisto,DataAberturaPublico,Modalidade,NrUtentes,Email,Endereco,CodigoPostal,LOCALIDADE,LatLong,FiabilidadeGeo,DTMNFR,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,ERT,SeloCleanSafe
-867566.392099999,4447402.8708,78,132,Habitação,2013/06/24 00:00:00+00,2013/06/24 00:00:00+00,Moradia,6,bonau@bonaulda.com,Zona Quatrim do Norte   ,8700-127,Quatrim do Norte,"37,0594950006757 ; -7,79348149985947",NaoFiavel,081008,Moncarapacho,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-846488.018599998,4458974.1616,79,133,Paul Hargadon,2014/05/28 00:00:00+00,2014/05/28 00:00:00+00,Apartamento,6,ricardo@allfinance.pt,Estrada Estrada da Canada 2º Frt  ,8800-591,Cabanas de Tavira,"37,1424001452048 ; -7,60413124976994",Fiavel,081413,Cabanas de Tavira,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
-990173.3983,4464837.3869,80,134,CASA VISTA MAR,2012/06/11 00:00:00+00,2012/06/11 00:00:00+00,Apartamento,4,geral@cm-aljezur.pt,Rua Rua da Igreja   ,8670-230,Carrapateira,"37,1843739123175 ; -8,89487897625551",NaoFiavel,080302,Bordeira,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-862559.872499999,4446908.9339,81,136,Estúdios Salinas Piso 1-5,2013/06/26 00:00:00+00,2013/06/26 00:00:00+00,Apartamento,2,sulprojectos.ida@mail.telepac.pt,Largo Igreja   ,8700-018,Fuseta,"37,055954058617 ; -7,74850716919113",NaoFiavel,081007,Fuseta,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-989659.793099999,4450879.5352,82,137,Jan Marcel Martin,2012/03/27 00:00:00+00,2012/03/27 00:00:00+00,Moradia,2,stephaniehouyet@hotmail.com,1ª Rua das Flores 21  ,8650-292,Raposeira,"37,0844138876209 ; -8,89026518255737",NaoFiavel,081506,Vila do Bispo e Raposeira,Vila do Bispo,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-985441.543299999,4482372.7173,83,138,Casa Barbara Andrea Jager,2011/07/15 00:00:00+00,2011/07/15 00:00:00+00,EstabelecimentoHospedagem,10,b-@aljezur-info.com,"Urbanização Vale da Telha,sector D,lote 96   ",8670-156,Aljezur,"37,3097670011646 ; -8,85237199958253",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-977109.161899999,4491101.7604,84,139,Quinta da Ribeira - Casa Amarela,2010/05/21 00:00:00+00,2010/05/21 00:00:00+00,Moradia,2,casasdaribeira@gmail.com,Zona Vale de Carros   ,8670-440,Rogil,"37,3721095451272 ; -8,77752094375619",Fiavel,080304,Rogil,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-862559.872499999,4446908.9339,85,140,Estúdios Salinas Piso1-4,2013/06/26 00:00:00+00,2013/06/26 00:00:00+00,Apartamento,2,sulprojectos.ida@mail.telepac.pt,Largo da Igreja 1  ,8700-018,Fuseta,"37,055954058617 ; -7,74850716919113",NaoFiavel,081007,Fuseta,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-862363.4179,4446711.1119,86,141,Casa térrea,2012/09/18 00:00:00+00,2012/09/18 00:00:00+00,Moradia,4,isabelviegas@live.com.pt,Rua Doutor Teófilo Braga 74  ,8700-031,Fuseta,"37,0545358634852 ; -7,74674238779922",NaoFiavel,081007,Fuseta,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-1018142.5341,4680231.7718,87,142,Bica Elevador,2014/12/05 14:41:44+00,2014/12/01 00:00:00+00,Apartamento,9,lrdinis@gmail.com,Rua Bica Duarte Belo 45 1º ,1200-054,Lisboa,"38,7101085775847 ; -9,14612999760966",Fiavel,110661,Misericórdia,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
-990173.3983,4464837.3869,88,143,CASA SUR,2012/06/11 00:00:00+00,2012/06/11 00:00:00+00,Apartamento,4,geral@cm-aljezur.pt,Rua Rua da Igreja   ,8670-230,Carrapateira,"37,1843739123175 ; -8,89487897625551",NaoFiavel,080302,Bordeira,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-963215.438200001,4508834.3926,89,144,MONTE DO CASARÃO - CASA VALOROSA,2008/07/16 00:00:00+00,2009/02/06 00:00:00+00,Moradia,6,info@montedocasarao.com,Quinta MONTE DO CASARÃO   ,7630-568,MONTE DO CASARÃO,"37,4985960008768 ; -8,65271150045868",NaoFiavel,021121,São Teotónio,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-983065.975699998,4451251.9916,90,145,Casa do Meio do Mundo,2010/07/27 00:00:00+00,2023/06/19 00:00:00+00,Moradia,4,diogofoliveira@gmail.com,Rua Meio   ,8650-401,Pedralva,"37,0870829719682 ; -8,83103191292229",NaoFiavel,081502,Budens,Vila do Bispo,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-1018447.2833,4680940.3159,91,146,ARTES,2014/12/05 15:01:05+00,2014/12/01 00:00:00+00,Apartamento,7,lxhlisbonhouses@gmail.com,Travessa Abarracamento de Peniche 21 1 Direito,1200-002,Lisboa,"38,7150751116029 ; -9,14886760691768",Fiavel,110661,Misericórdia,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
-862487.0515,4446782.4423,92,147,Estúdios Salinas ,2013/06/26 00:00:00+00,2013/06/26 00:00:00+00,Apartamento,2,sulprojectos.ida@mail.telepac.pt,Rua Igreja 1  ,8700-018,Fuseta,"37,055047237319 ; -7,7478530071157",NaoFiavel,081007,Fuseta,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-1018219.6017,4681068.7946,93,149,JARDIM,2014/12/05 15:21:36+00,2014/12/01 00:00:00+00,Apartamento,7,lxhlisbonhouses@gmail.com,Rua Dom Pedro V 88 3 Direito,1250-094,Lisboa,"38,7159756450093 ; -9,14682230818253",Fiavel,110666,Santo António,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
-983625.644099999,4480604.3395,94,150,Utopia Guesthouse,2011/11/29 00:00:00+00,2011/11/29 00:00:00+00,EstabelecimentoHospedagem,44,booking@utopiaguesthouse.com,"Urbanização Paisagem Oceano, Lote 110    ",8670-158,Aljezur,"37,2971310008648 ; -8,83605949956473",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-977069.500100002,4517894.1629,95,151,Monte da Baia do Tonel,2014/02/17 00:00:00+00,2014/04/21 00:00:00+00,Moradia,26,baiadotonel@hotmail.com,Estrada Zambujeira - Cavaleiro   ,7630-746,Touril,"37,5631365942915 ; -8,77716465560533",Fiavel,021121,São Teotónio,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Sim
-864504.6609,4445828.6323,96,155,Thomas James Mckinley,2012/03/29 00:00:00+00,2012/03/29 00:00:00+00,Apartamento,4,hgmckinley@gmail.com,Urbanização Arte Nova Lt. 6 R/c B,8700-067,Bias do Sul,"37,0482090008702 ; -7,76597750053699",NaoFiavel,081008,Moncarapacho,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-868974.4166,4442330.6046,97,157,Orbitur,2013/12/27 00:00:00+00,2013/09/27 00:00:00+00,Apartamento,2,orbiturporto@orbitur.pt,Ilha da Armona 232C  ,8700-000,Olhão,"37,0231250012619 ; -7,80612999955908",NaoFiavel,081005,Quelfes,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-831155.654399998,5121774.108,98,158,CASA DA PONTE CAMBEDO,2014/10/22 00:00:00+00,2014/12/05 00:00:00+00,EstabelecimentoHospedagem,12,zabelobo@gmail.com,Rua Ponte 9  ,5400-455,Chaves,"41,7377355943268 ; -7,46639827846374",NaoFiavel,170354,União das freguesias da Madalena e Samaiões,Chaves,Vila Real,Alto Tâmega e Barroso,Norte,Turismo do Porto e Norte de Portugal,Não
-868974.4166,4442330.6046,99,159,Orbitur,2013/12/27 00:00:00+00,2013/12/27 00:00:00+00,Apartamento,2,orbiturporto@orbitur.pt,Ilha da Armona 229C  ,8700-000,Olhão,"37,0231250012619 ; -7,80612999955908",NaoFiavel,081005,Quelfes,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-985228.7005,4484067.4816,100,160,Casa Pinho Vista,2010/04/22 00:00:00+00,2023/06/10 00:00:00+00,Moradia,6,info@ericverhoeven.nl,Zona Vale da Telha   ,8670-156,Aljezur,"37,321875001306 ; -8,8504600002313",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-851208.2456,4457049.0726,101,162,Alto de São Brás,2014/05/12 00:00:00+00,2014/05/12 00:00:00+00,Moradia,6,joaof.plurais@hotmail.com,Rua 1º de Dezembro 12  ,8800-359,Tavira,"37,1286136992641 ; -7,64653376983897",NaoFiavel,081412,União das freguesias de Tavira (Santa Maria e Santiago),Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-942850.6578,4452886.7846,102,166,Apt 232 Monte Dourado,2012/12/18 00:00:00+00,2017/03/28 00:00:00+00,Apartamento,6,232montedourado@gmail.com,Rua do Barranco 68  232,8400-508,Carvoeiro,"37,0987970586546 ; -8,4697715650473",NaoFiavel,080608,União das freguesias de Lagoa e Carvoeiro,Lagoa,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-978694.236499999,4452734.7835,103,167,Villa Amendoeira 163,2014/12/18 14:23:51+00,2014/12/19 00:00:00+00,Moradia,6,john@almaverde.com,Urbanização Quinta das Furnas 163  ,8650-035,Quinta das Furnas,"37,0977079732207 ; -8,79175991156515",Fiavel,081501,Barão de São Miguel,Vila do Bispo,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-940938.4608,4457599.3857,104,168,Lote 70-F  Fração M,2014/06/05 00:00:00+00,2009/07/03 00:00:00+00,Apartamento,4,cecol@netvisao.pt,Urbanização Monte Carvoeiro Lote 70-F 1.º Esq. 123,8400-000,Carvoeiro,"37,1325550004658 ; -8,45259400780115",NaoFiavel,080608,União das freguesias de Lagoa e Carvoeiro,Lagoa,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-1019558.8981,4680542.3357,105,169,Bela Vista IV,2014/09/04 00:00:00+00,2014/07/01 00:00:00+00,Apartamento,3,ceu@lissabon-altstadt.de,"Rua Bela Vista à Lapa 54, 56, 58 2º Dt",1200-613,Lisboa,"38,7122855151474 ; -9,15885341257438",Fiavel,110660,Estrela,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
-940938.4608,4457599.3857,106,171,Vila Silena,2014/12/18 16:17:42+00,2015/03/01 00:00:00+00,Moradia,8,jimpoetmorrison@gmail.com,Urbanização Sesmarias 109  ,8400-080,Sesmarias,"37,1325550004658 ; -8,45259400780115",NaoFiavel,080608,União das freguesias de Lagoa e Carvoeiro,Lagoa,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-964570.652199998,4454025.1739,107,173,Casa Linda Mariposa,1986/07/01 00:00:00+00,2015/04/01 00:00:00+00,Moradia,6,accounts@vilalaia.com,Zona Casa Linda Mariposa   ,8600-302,Lagos,"37,1069531015082 ; -8,66488559448254",NaoFiavel,080708,São Gonçalo de Lagos,Lagos,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
-964585.502799999,4828354.0284,109,176,Manny Place,2006/02/08 00:00:00+00,2012/01/01 00:00:00+00,EstabelecimentoHospedagem,8,melamaria@mannyplace.net,Rua 1º de Janeiro   ,2435-391,Matas,"39,7408470009363 ; -8,66501899980123",NaoFiavel,142126,Matas,Ourém,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
-882624.398800001,4441766.6909,112,179,Le Penguin Hostel,2014/03/21 00:00:00+00,2014/03/24 00:00:00+00,Moradia,30,filipe.grupocalin@gmail.com,Rua Doutor Cândido Guerreiro 33  ,8000-320,Faro,"37,0190804584 ; -7,92874987567876",Fiavel,080508,União das freguesias de Faro (Sé e São Pedro),Faro,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-976296.941,4499607.6817,113,180,CASA DE HOSPEDES CELESTE,2003/07/24 00:00:00+00,2003/07/24 00:00:00+00,EstabelecimentoHospedagem,15,info@casahospedesceleste.com,Rua Rua Nova 9  ,8670-320,1,"37,432808761231 ; -8,77022463970729",Fiavel,080303,Odeceixe,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
-1018549.8436,4680192.1019,114,181,Casa do Pátio,2014/10/22 00:00:00+00,2014/09/30 00:00:00+00,Apartamento,2,medisafra@hotmail.com,Travessa Caldeira 15 3 Dto,1200-084,Lisboa,"38,7098305018144 ; -9,14978892145006",Fiavel,110661,Misericórdia,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
-866647.171399999,4456094.2718,115,183,Hamid Reza Shahbazkia,2011/03/24 00:00:00+00,2011/03/24 00:00:00+00,Moradia,12,hshah@ualg.pt,Zona Sítio da Foupana Cx.P. 407F  ,8700-073,Foupana,"37,1217750005485 ; -7,78522400045998",NaoFiavel,081008,Moncarapacho,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-882220.792199999,4441528.5525,116,184,Casa a Orta ,2014/04/28 00:00:00+00,2014/05/02 00:00:00+00,EstabelecimentoHospedagem,0,vanda.itc@gmail.pt,Rua Ataíde de Oliveira 49  ,8000-222,Faro,"37,0173724000559 ; -7,92512421637234",Fiavel,080508,União das freguesias de Faro (Sé e São Pedro),Faro,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-1016929.4158,4680727.607,117,185,Beco das Flores Studios,2014/09/03 00:00:00+00,2014/09/03 00:00:00+00,Apartamento,2,mail@joaogodinho.com,Beco Flores 17 1º Esq.,1100-242,Lisboa,"38,7135841662273 ; -9,13523237098935",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
-1016317.8636,4680834.2493,118,186,São Vicente IV,2014/09/03 00:00:00+00,2014/09/05 00:00:00+00,Apartamento,2,ceu@lissabon-altstadt.de,Rua São Vicente 37 r/c ,1100-573,Lisboa,"38,714331660425 ; -9,12973870437073",Fiavel,110667,São Vicente,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
-873197.477400001,4442574.2742,119,187,Tulipa,2012/05/29 00:00:00+00,2012/05/29 00:00:00+00,Apartamento,4,mail@srashell-pm.com,Rua Doutor Manuel de Arriaga 5 e 5A  ,8700-493,Olhão,"37,0248726000438 ; -7,84406639958543",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-965124.042100001,4452195.9547,120,188,Iberlagos 85,2014/12/19 11:22:22+00,2014/12/19 00:00:00+00,Apartamento,4,carlasoarescarvalho@gmail.com,Largo Rossio da Trindade  Apt 85 ,8600-512,Lagos,"37,0938471474459 ; -8,66985678073016",NaoFiavel,080708,São Gonçalo de Lagos,Lagos,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-964905.649999999,4811991.0746,121,189,São Tomás,2007/11/25 00:00:00+00,1995/04/01 00:00:00+00,EstabelecimentoHospedagem,54,hsaotomas@gmail.com,Rua Francisco Marto 31  ,2495-448,Cova da Iria,"39,6277265547233 ; -8,6678949316295",NaoFiavel,142106,Fátima,Ourém,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
-883206.854499999,4441352.1315,122,190,Faroeay Hostel,2014/06/06 00:00:00+00,2014/06/07 00:00:00+00,Moradia,0,jguiomar@gmail.com,Rua Dom Francisco Gomes 18  dtº,8000-306,Faro,"37,0161069877307 ; -7,93398216449304",Fiavel,080508,União das freguesias de Faro (Sé e São Pedro),Faro,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-948717.799899999,4456400.8621,123,191,Casa Primavera,2014/04/28 00:00:00+00,2014/04/28 00:00:00+00,Moradia,4,elizabethcooke138@gmail.com,Zona Vale Covo   ,8400-256,Carvoeiro,"37,1239710013204 ; -8,52247699978457",NaoFiavel,080602,Ferragudo,Lagoa,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-1016537.9724,4680062.6962,125,193,Fábio de Sá Cesnik,2014/11/24 00:00:00+00,2014/11/24 00:00:00+00,Apartamento,3,geral@reage.com.pt,Campo Cebolas 43 2 F,1100-135,Lisboa,"38,7089233926176 ; -9,13171597506476",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
-1016315.1455,4680836.6321,127,195,São Vicente I,2014/09/03 00:00:00+00,2014/09/05 00:00:00+00,Apartamento,4,ceu@lissabon-altstadt.de,Rua São Vicente 35 2 ,1100-573,Lisboa,"38,7143483620205 ; -9,12971428713078",Fiavel,110667,São Vicente,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
-915957.842999998,4460204.9253,128,197,Herdade dos Salgados - Vila Lagoas ,2006/08/24 00:00:00+00,2014/10/09 00:00:00+00,Apartamento,4,claudiaahquin.lda@gmail.com,Rua Golfe  R/C C,8200-424,Guia,"37,1512128919349 ; -8,22818929982663",NaoFiavel,080103,Paderne,Albufeira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-964876.935699999,4812840.1353,129,198,Coroa de Fátima,2007/04/20 00:00:00+00,1988/12/16 00:00:00+00,EstabelecimentoHospedagem,108,sandra@fatimaexporte.pt,Avenida Beato Nuno 152  ,2495-401,Cova da Iria,"39,6336008426133 ; -8,66763698655688",NaoFiavel,142106,Fátima,Ourém,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
-977575.777199998,4540932.6747,130,199,Casa Amarela,2011/05/18 00:00:00+00,2011/07/08 00:00:00+00,EstabelecimentoHospedagem,10,casa.amar@gmail.com,1ª Rua D. Luis Castro e Almeida   ,7645-317,Vila Nova de Milfontes,"37,7270081404978 ; -8,78171262006127",NaoFiavel,021111,Vila Nova de Milfontes,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-863103.537999999,4446330.7563,131,200,Formosa Village,2010/07/14 00:00:00+00,2010/07/14 00:00:00+00,Apartamento,4,iferreira@nar.pt,Rua Nossa Senhora Carmo Apa. 201 Fracção H ,8700-024,Fuseta,"37,0518090010528 ; -7,7533909998425",NaoFiavel,081008,Moncarapacho,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-985441.543299999,4482372.7173,132,202,California Dream Inn - Apartamento 6,2009/04/07 00:00:00+00,2009/04/07 00:00:00+00,Apartamento,4,summer.rockstar@gmail.com,"Urbanização Vale da Telha,SectorG,Lote142   ",8670-156,Aljezur,"37,3097670011646 ; -8,85237199958253",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-964570.652199998,4454025.1739,135,206,Apartamento Aromas,2014/12/03 11:27:49+00,2014/12/03 00:00:00+00,Apartamento,4,info@hometeamportugal.com,Urbanização Aromas de Burgau Lt.1 1.º Fr.L,8600-191,Luz,"37,1069531015082 ; -8,66488559448254",NaoFiavel,080708,São Gonçalo de Lagos,Lagos,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-865675.352200001,4449349.0236,136,207,Casa de Belo Romão,2011/05/24 00:00:00+00,2011/05/24 00:00:00+00,Moradia,6,meinkoba@sapo.pt,Zona Murtais C.P. 397-Z  ,8700-120,Murtais,"37,0734450009543 ; -7,77649400003526",NaoFiavel,081008,Moncarapacho,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-1018913.8042,4681089.8926,137,210,Casa do Azulejo,2014/12/03 11:38:59+00,2014/12/03 00:00:00+00,Apartamento,4,cmbravogomes@hotmail.com,Rua Manuel Bernardes 35 1 Esq,1200-251,Lisboa,"38,716123524119 ; -9,1530584349255",Fiavel,110661,Misericórdia,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
-866892.129900001,4446063.3723,138,211,Michael Brendan Walls,2011/03/24 00:00:00+00,2011/03/24 00:00:00+00,Moradia,6,eapr@sotalugar.pt,Rua Fontes Santas   ,8700-128,Quatrim do Sul,"37,0498920012859 ; -7,78742449951632",NaoFiavel,081008,Moncarapacho,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-954393.918900002,4536495.5145,139,212,Cova das Bruxas,2014/11/28 00:00:00+00,2014/12/01 00:00:00+00,EstabelecimentoHospedagem,2,a.filipeantonio@gmail.com,Zona Caixa Postal 5311   ,7630-440,Corte Pinheiro,"37,695475001102 ; -8,57346644418593",NaoFiavel,021102,Relíquias,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-868235.5977,4448818.1557,140,213,Robert Sebastiaan Swarte,2014/10/28 00:00:00+00,2014/10/28 00:00:00+00,Moradia,10,moncarapacho@hotmail.com,Zona Pés do Cerro   ,8700-124,Pés do Cerro,"37,0696400007615 ; -7,79949307668966",NaoFiavel,081008,Moncarapacho,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-992066.173700001,4450525.7562,141,216,Quartos da Susanna,2010/04/20 00:00:00+00,2016/02/03 00:00:00+00,Quartos,4,susannasalema@hotmail.com,Quinta Quinta Carriços Lote 5  ,8650-196,Praia da Salema,"37,0818785615235 ; -8,91188206656573",NaoFiavel,081506,Vila do Bispo e Raposeira,Vila do Bispo,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-872826.574999999,4442593.7654,143,218,Bicuar,2009/11/03 00:00:00+00,2009/11/03 00:00:00+00,EstabelecimentoHospedagem,30,nissanstern@aol.com,Rua Vasco da Gama 5  ,8700-522,Olhão,"37,0250123890045 ; -7,84073452709079",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-964412.1413,4455845.8116,144,219,Natasha Lea Boggiss,2010/03/03 00:00:00+00,2010/03/03 00:00:00+00,Moradia,4,nelafigini@gmail.com,Urbanização caliças 4B 1º ,8600-302,Lagos,"37,1199953196089 ; -8,66346166697375",NaoFiavel,080708,São Gonçalo de Lagos,Lagos,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-837434.988899998,4462612.4869,145,221,alojamento local,2014/11/06 00:00:00+00,2014/11/06 00:00:00+00,Apartamento,3,apt.mantamar@gmail.com,Rua Dr.Luis Medeiros Antunes 302  ,8900-038,Vila Nova de Cacela,"37,1684490009551 ; -7,52280649967277",NaoFiavel,081601,Vila Nova de Cacela,Vila Real de Santo António,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-979958.256900001,4483809.6874,146,222,Casa Deva,2010/08/18 00:00:00+00,2021/01/08 00:00:00+00,Moradia,4,deva.tamminga@gmail.com,1ª Rua Rua das Parreiras  9  ,8670-071,Aljezur,"37,3200333538578 ; -8,80311480000988",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-982333.2249,4470684.7632,147,223,Santina Pavanello,2011/01/07 00:00:00+00,2011/01/06 00:00:00+00,Moradia,4,info@lawyer-alexandra-soares.com,Zona Monte Ruivo   ,8670-237,Bordeira,"37,2262110007201 ; -8,82444949987353",NaoFiavel,080302,Bordeira,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-986802.090100002,4480266.8196,148,225,Casa dos Pinheiros - Apartamentos da Arriba ,2010/11/30 00:00:00+00,2010/11/30 00:00:00+00,Apartamento,3,casasdomar@hotmail.com,Zona Praia da Arrifana    ,8670-111,Aljezur,"37,2947190005787 ; -8,86459399976558",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-1017473.1946,4680126.0104,149,227,Chiado,2014/12/03 13:28:08+00,2015/01/01 00:00:00+00,Apartamento,4,romero.mtg@gmail.com,Rua Ivens 6 1 E,1200-227,Lisboa,"38,7093672144147 ; -9,1401172189648",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
-977066.866799999,4541176.9898,150,229,Casa da Alagoinha,2014/08/07 00:00:00+00,2014/08/07 00:00:00+00,EstabelecimentoHospedagem,8,rui@aorubro.pt,Rua Bairro da Alagoinha 9  ,7645-252,Vila Nova de Milfontes,"37,7287440013549 ; -8,77714100039818",NaoFiavel,021111,Vila Nova de Milfontes,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
